Element	NetName	NetID	Archetype	Slot/Category	Type
Attachment	ADV_Merc_Assault_SA58.ADV_Internal_BarrelAcc	169957789	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Assault_SA58.ADV_Internal_Blueprinting	2657206166	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_Assault_SA58.ADV_Internal_MatchGradeTrigger	3967839221	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Assault_SA58.ADV_Internal_RecoilBufferAdj	3329309695	ADV_Internal_RecoilBufferAdj	Internal	Merc
Attachment	ADV_Merc_Assault_SA58.ADV_Internal_WeightBalance	1516824515	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_FP_Assault_Sight_Holo	1540450467	ADV_FP_Assault_Sight_Holo	Optic	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_FP_Assault_Sight_RedDot	3806884450	ADV_FP_Assault_Sight_RedDot	Optic	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_Internal_BarrelAcc	2475473333	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_Internal_Blueprinting	1254644436	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_Internal_MatchGradeTrigger	2875100012	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_Internal_RecoilBufferAdj	2542726938	ADV_Internal_RecoilBufferAdj	Internal	Merc
Attachment	ADV_Merc_LMG_HKMG4.ADV_Internal_WeightBalance	1740113215	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_LMG_U100.ADV_FP_Assault_Sight_Holo	199063511	ADV_FP_Assault_Sight_Holo	Optic	Merc
Attachment	ADV_Merc_LMG_U100.ADV_FP_Assault_Sight_RedDot	1765560889	ADV_FP_Assault_Sight_RedDot	Optic	Merc
Attachment	ADV_Merc_LMG_U100.ADV_Internal_BarrelAcc	2167822773	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_LMG_U100.ADV_Internal_Blueprinting	449070496	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_LMG_U100.ADV_Internal_MatchGradeTrigger	1325783126	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_LMG_U100.ADV_Internal_RecoilBufferAdj	3302579036	ADV_Internal_RecoilBufferAdj	Internal	Merc
Attachment	ADV_Merc_LMG_U100.ADV_Internal_WeightBalance	2488820251	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_Ammo_AP	2456931143	ADV_Ammo_AP	Ammo	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_Ammo_MatchGrade	931358111	ADV_Ammo_MatchGrade	Ammo	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_FP_Pistol_Silencer	3447516630	ADV_FP_Pistol_Silencer	Muzzle	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_Internal_Blueprinting	1878832415	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_Internal_MatchGradeTrigger	1028976090	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Pistol_DesertEagle.ADV_Internal_WeightBalance	291269160	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_Ammo_AP	3702674099	ADV_Ammo_AP	Ammo	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_Ammo_MatchGrade	2370054625	ADV_Ammo_MatchGrade	Ammo	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_FP_Pistol_Silencer	2638244189	ADV_FP_Pistol_Silencer	Muzzle	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_Internal_Blueprinting	2514873494	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_Internal_MatchGradeTrigger	914518281	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Pistol_Makarov.ADV_Internal_WeightBalance	1516462992	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Ammo_AP	2365181295	ADV_Ammo_AP	Ammo	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Ammo_MatchGrade	517676921	ADV_Ammo_MatchGrade	Ammo	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_FP_Pistol_Silencer	1811408543	ADV_FP_Pistol_Silencer	Muzzle	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Internal_BarrelAcc	2529390076	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Internal_Blueprinting	2900775478	ADV_Internal_Blueprinting	Internal	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Internal_MatchGradeTrigger	1777661053	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Pistol_Px4.ADV_Internal_WeightBalance	2876585504	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Shotgun_AA12.ADV_Internal_BarrelAcc	2885061262	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Shotgun_AA12.ADV_Internal_MatchGradeTrigger	1331559950	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Shotgun_AA12.ADV_Internal_WeightBalance	3773117507	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Shotgun_M1014.ADV_FP_Assault_Sight_Holo	1199988957	ADV_FP_Assault_Sight_Holo	Optic	Merc
Attachment	ADV_Merc_Shotgun_M1014.ADV_Internal_BarrelAcc	801431007	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Shotgun_M1014.ADV_Internal_MatchGradeTrigger	3056776112	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Shotgun_M1014.ADV_Internal_WeightBalance	3147755482	ADV_Internal_WeightBalance	Internal	Merc
Attachment	ADV_Merc_Shotgun_RMB93.ADV_FP_Assault_Sight_Holo	1138330688	ADV_FP_Assault_Sight_Holo	Optic	Merc
Attachment	ADV_Merc_Shotgun_RMB93.ADV_Internal_BarrelAcc	1621919074	ADV_Internal_BarrelAcc	Internal	Merc
Attachment	ADV_Merc_Shotgun_RMB93.ADV_Internal_MatchGradeTrigger	2793943406	ADV_Internal_MatchGradeTrigger	Internal	Merc
Attachment	ADV_Merc_Shotgun_RMB93.ADV_Internal_WeightBalance	2940865915	ADV_Internal_WeightBalance	Internal	Merc
